Point Number,Latitude (deg),Longitude (deg),Area
401,45.809618579388975,79.62962962962963,3506.9925763134584
402,46.35961467616674,60.37037037037036,3471.978186956163
403,46.35961467616674,61.85185185185185,3471.978186956163
404,46.35961467616674,62.59259259259258,3471.978186956163
405,46.35961467616674,64.07407407407408,3471.978186956163
406,46.35961467616674,64.81481481481481,3471.978186956163
407,46.35961467616674,66.29629629629629,3471.978186956163
408,46.35961467616674,67.03703703703702,3471.978186956163
409,46.35961467616674,68.51851851851852,3471.978186956163
410,46.35961467616674,69.25925925925925,3471.978186956163
411,46.35961467616674,70.74074074074075,3471.978186956163
412,46.35961467616674,71.48148148148147,3471.978186956163
413,46.35961467616674,72.96296296296296,3471.978186956163
414,46.35961467616674,73.7037037037037,3471.978186956163
415,46.35961467616674,75.18518518518519,3471.978186956163
416,46.35961467616674,75.92592592592592,3471.978186956163
417,46.35961467616674,77.4074074074074,3471.978186956163
418,46.35961467616674,78.14814814814814,3471.978186956163
419,46.35961467616674,79.62962962962963,3471.978186956163
420,46.90961077294452,60.37037037037036,3436.6485514492356
421,46.90961077294452,61.11111111111111,3436.6485514492356
422,46.90961077294452,61.85185185185185,3436.6485514492356
423,46.90961077294452,62.59259259259258,3436.6485514492356
424,46.90961077294452,63.33333333333333,3436.6485514492356
425,46.90961077294452,64.07407407407408,3436.6485514492356
426,46.90961077294452,64.81481481481481,3436.6485514492356
427,46.90961077294452,65.55555555555556,3436.6485514492356
428,46.90961077294452,66.29629629629629,3436.6485514492356
429,46.90961077294452,67.03703703703702,3436.6485514492356
430,46.90961077294452,67.77777777777777,3436.6485514492356
431,46.90961077294452,68.51851851851852,3436.6485514492356
432,46.90961077294452,69.25925925925925,3436.6485514492356
433,46.90961077294452,70.0,3436.6485514492356
434,46.90961077294452,70.74074074074075,3436.6485514492356
435,46.90961077294452,71.48148148148147,3436.6485514492356
436,46.90961077294452,72.22222222222221,3436.6485514492356
437,46.90961077294452,72.96296296296296,3436.6485514492356
438,46.90961077294452,73.7037037037037,3436.6485514492356
